756,TAY,3V,TNT Airways,Belgium
757,SMJ,Z3,Avient Aviation,United Kingdom
758,KGA,K2,Kyrgyzstan Airlines,Kyrgyzstan
759,FCN,IH,Falcon Air,Sweden
760,REU,UU,Air Austral,Reunion
762,BWL,VF,British World Airlines,United Kingdom
765,RCN,,Imperial Cargo Airlines,Nigeria
766,TRJ,E9,AJT Air International,Russia
767,FLI,RC,Atlantic Airways,Faroe Is
768,ANK,EL,Air Nippon,Japan
769,AAV,AK,Astro Air,Philippines
771,AHY,J2,Azerbaijan Airlines,Azerbaijan
774,CSH,FM,Shanghai Airlines,China PRC
777,FSW,,Faso Airways,Burkina Faso
778,MRS,CW,Air Marshall Islands,Marshall Is
779,GCP,6P,DAC Air SA,Romania
780,IRK,Y9,Kish Air,Iran
781,CES,MU,China Eastern Airlines,China PRC
782,CBF,CJ,China Northern Airlines,China PRC
783,CNW,WH,China Northwest Airlines,China PRC
784,CSN,CZ,China Southern Airlines,China PRC
785,CXN,SZ,China Southwest Airlines,China PRC
786,VGN,VK,Air Nigeria,Nigeria
787,DRK,KB,Druk Air,Bhutan
789,ELG,E8,ALPI Eagles,Italy
790,,1A,Leader Jet,United States
791,CFJ,IV,Fujian Airlines,China PRC
795,VOZ,DJ,Virgin Blue,Australia
796,MUK,ZR,Muk Air,Denmark
798,KHA,KR,Kitty Hawk Aircargo,United States
800,GSC,GD,Grandstar Cargo,China PRC
801,BVT,J8,Berjaya Air,Malaysia
802,AEK,ML,Aero Costa Rica,Peru
803,MDA,AE,Mandarin Airlines,Taiwan ROC
804,EWA,EW,East-West Airlines,Australia
806,RSI,YI,Air Sunshine,United States
807,AXM,AK,AirAsia,Malaysia
808,ERH,7H,Era Aviation (Alaska Airlines Commuter),United States
809,CRW,2R,Regal (Crownair),United States
810,AJT,M6,Amerijet,United States
811,ANE,8A,Americana,Peru
813,ATN,8C,Air Transport International,United States
815,IRC,EP,Iran Aseman Airlines,Iran
818,ISR,6H,Israir,Israel
819,DVU,NQ,Orbi Georgian Airlines,Georgia
821,SSR,SG,Sempati Air,Indonesia
824,AXL,XT,KLM Exel,Netherlands
825,SHQ,F4,Shanghai Airlines Cargo,China PRC
826,TCO,,AeroTrans Colombiana De Carga,Colombia
827,MHS,,Air Memphis,Egypt
828,UKM,UF,UM Air,Ukraine
829,BKP,PG,Bangkok Airways,Thailand
831,CTN,OU,Croatia Airlines,Croatia
832,ABX,GB,ABX Air,United States
834,WLG,G6,Air Volga,Russia
836,EUL,RN,Euralair International,France
837,KMP,E2,Kampuchea Airlines,Cambodia
837,PTB,Y8,Passaredo Transportes Aeros,Brazil
838,TEJ,GD,TAESA - Transportes Aereos Ejecutivos,Mexico
839,TLA,T7,Transaer,Ireland
842,SIB,5M,Sibavia,Russia
843,KLA,TT,Air Lithuania,Lithuania
844,CFE,FD,Cityflyer,United Kingdom
845,RPB,P5,AeroRepublica,Colombia
846,GLA,ZK,Great Lakes Aviation Ltd,United States
848,HER,UD,Hex´Air,France
850,FYH,W3,Flyhy Cargo Airlines,Thailand
851,CRK,N8,Hong Kong Airlines Ltd,Hong Kong
854,GTV,KG,Aerogaviota,Cuba
856,APC,LQ,Airpac Airlines,United States
858,WTA,FK,Africa West,Togo
859,SBY,FC,TAL Thuringia Airlines,Germany
860,MDV,2M,Moldavian Airlines,Moldova
862,ASQ,EV,Atlantic Southeast Airlines,United States
865,MAA,MY,Mas Air,Mexico
867,ADH,AP,Air One,Italy
868,VAS,V8,ATRAN Cargo Airlines,Russia
870,AEW,VV,AeroSvit Airlines,Ukraine
871,YZR,Y8,Yangtze River Express Airlines,China PRC
873,TNO,6R,Aerounion,Mexico
875,AIE,3H,Air Inuit,Canada
876,CSC,3U,Sichuan Airlines,China PRC
879,CPN,RV,Caspian Air Lines,Iran
880,CHH,HU,Hainan Airlines,China PRC
881,CFG,DE,Condor,Germany
882,FNA,NY,Air Iceland,Iceland
884,SSV,5G,Skyservice,Canada
885,TCX,MT,Thomas Cook Airlines,United Kingdom
886,COM,OH,Comair - Delta Connection,United States
887,TLE,SH,Air Toulouse International,France
888,MDL,MI,Mandala Airlines,Indonesia
891,UKR,6U,Air Ukraine,Ukraine
895,HSA,S9,East African Safari Air,Kenya
896,BHO,B4,Bhoja Airlines,Pakistan
897,UDC,7D,Donbassaero,Ukraine
898,DER,DF,Deer Jet,China PRC
899,RXA,ZL,Regional Express Airlines,Australia
900,AMI,L6,Air Maldives,Maldives
901,BOL,B1,Transportes Aereos Bolivianos,Bolivia
902,GRO,LL,Lineas Aereas Allegro,Mexico
903,ASD,4D,Air Sinai,Egypt
904,RML,MV,Armenian International Airways,Armenia
905,PCO,8P,Pacific Coastal Airlines Limited,Canada
907,ARR,QN,Air Armenia,Armenia
908,VAL,4V,Voyageur Airways,Canada
909,ABS,9T,Transwest Air,Canada
910,OAS,WY,Oman Air,Oman
912,ABR,AG,Air Contractors,Ireland
913,STW,Z3,Star Airways,Turkey
915,RTL,WE,Rheintalflug Seewald,Austria
916,MNX,BA,British Airways CitiExpress,United Kingdom
917,APY,7P,APA International Air,United States
918,CLT,XC,Air Caribbean,Cura‡ao
919,TCF,S5,Shuttle America,United States
921,SLL,6Q,Slovak Airlines,Slovakia
922,PVV,PC,Continental Airways,Russia
923,CRL,SS,Corsair,France
924,AUR,GR,Aurigny Air Services,Guernsey
925,VDT,PF,Vayudoot,India
926,ROM,BQ,Aeromar,United States
927,LAL,WJ,Air Labrador,Canada
928,SSN,BV,Sun Air,South Africa
929,ACQ,N6,Aero Continente,Peru
930,NIS,6Y,TACA/Nicaraguense de Aviación,Nicaragua
931,MOS,MO,MISR Overseas Airways,United Kingdom
932,VIR,VS,Virgin Atlantic Cargo,United Kingdom
933,NCA,KZ,Nippon Cargo Airlines,Japan
934,EFR,,Elf Air Co,Russia
935,ANO,TL,Airnorth Regional,Australia
936,TAT,IJ,TAT European Airlines,France
937,AGU,OG,Air Guadaloupe,Guadaloupe
938,JEM,G3,Emerald Airways,United Kingdom
939,SBZ,ZM,Scibe Airlift,Congo DR
940,BTC,V9,Bashkir Airlines,Russia
941,NZA,ZQ,Ansett New Zealand,New Zealand
942,TAO,VW,Transportes Aeromar SA de CV,Mexico
943,VUN,VU,Air Ivoire,Ivory Coast
945,UDD,5D,Donbass Airlines,Ukraine
947,JOS,L3,DHL de Guatemala,Guatemala
951,BLX,6B,TUIfly Nordic,Sweden
952,RSE,,SNAS Worldwide Express,Saudi Arabia
955,PNV,6Z,Panavia Cargo Airlines,Panama
956,RME,R3,Armenian Airlines,Armenia
957,TAM,JJ,TAM Linhas Aereas,Brazil
958,INC,7I,Insel Air,Cura‡ao
959,LHS,LE,Laparkan Airways,United States
960,ELL,OV,Estonian Air,Estonia
965,RVL,DO,Air Vallee,Italy
966,AUY,,Aerolineas Uruguayas,Uruguay
967,SPR,PB,Provincial Airlines,Canada
971,HRH,WR,Royal Tongan Airlines,Tonga
972,FRS,IX,Flandre Air,France
974,MON,ZB,Monarch Airlines,United Kingdom
976,MPX,QO,Aeromexpress Cargo,Mexico
978,VLM,VG,VLM Airlines,Belgium
979,TRA,HV,Transavia Airlines,Netherlands
980,EQL,KY,Air Sao Tome e Principe,Sao Tome & Principe
982,RGI,YS,Regional,France
983,ARN,QK,Air Nova/Air Canada Regional Airlines,Canada
985,SVV,VC,Servivensa-Empresa Servicios Avensa,Venezuela
986,FOS,VY,Formosa Airlines,Taiwan ROC
987,PFC,P4,Pacific International Airlines,Panama
988,AAR,OZ,Asiana Airlines,South Korea
989,GWL,IJ,Great Wall Airlines,China PRC
990,HIL,HS,Highland Air,Sweden
991,DAO,D3,Daallo Airlines,Djibouti
992,DAE,D5,DHL Aero Expreso,Panama
993,,BH,Hawkair,Canada
994,BUC,,Bulgarian Air Charter,Bulgaria
995,BON,JA,B&H Airlines,Bosnia-Herzegovina
996,AEA,UX,Air Europa,Spain
997,BBC,BG,Biman Bangladesh Airlines,Bangladesh
998,ERV,,Yerevan Avia,Armenia
999,CCA,CA,Air China,China PRC
