Mangochi,Mangochi,Malawi,MAI,FWMG,
Monkey Bay,Monkey Bay,Malawi,MYZ,FWMY,
Mafeteng,Mafeteng,Lesotho,MFC,FXMF,
Mokhotlong,Mokhotlong,Lesotho,MKH,FXMK,
Moshoeshoe I International,Maseru,Lesotho,MSU,FXMM,
Airport,City,Country,IATA,ICAO,FAA
Katima Mulilo,Mpacha,Namibia,MPA,FYKM,
Muanda,,Congo (Kinshasa),MNB,FZAG,
Tshimpi,Matadi,Congo (Kinshasa),MAT,FZAM,
Masi Manimba,Masi Manimba,Congo (Kinshasa),MSM,FZCV,
Mbandaka,Mbandaka,Congo (Kinshasa),MDK,FZEA,
Manono,Manono,Congo (Kinshasa),MNO,FZRA,
Mweka,Mweka,Congo (Kinshasa),MEW,FZVM,
Mbuji Mayi,Mbuji Mayi,Congo (Kinshasa),MJM,FZWA,
Ambodedjo,,Mali,MZI,GAMB,
Melilla,Melilla,Spain,MLN,GEML,
Spriggs Payne,Monrovia,Liberia,MLW,GLMR,
Bassatine,Meknes,Morocco,MEK,GMFM,
Ouro Sogui,Matam,Senegal,MAX,GOSM,
Letfotar,Moudjeria,Mauritania,MOM,GQNL,
Macenta,Macenta,Guinea,MCA,GUMA,
Airport,City,Country,IATA,ICAO,FAA
Maio,Vila do Maio,Cape Verde,MMO,GVMA,
Mosteiros,Vila do Mosteiros,Cape Verde,MTI,GVMT,
Mekele,,Ethiopia,MQX,HAMK,
Mizan Teferi,Mizan Teferi,Ethiopia,MTF,HAMT,
Aden Adde International,Mogadishu,Somalia,MGQ,HCMM,
Moucha,Moucha Island,Djibouti,MHI,HDMO,
Mersa Matruh,Mersa Matruh,Egypt,MUH,HEMM,
Massawa International,Massawa,Eritrea,MSW,HHMS,
Malindi,Malindi,Kenya,MYD,HKML,
Mombasa Moi International,Mombasa,Kenya,MBA,HKMO,
Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,HKMS,
Mitiga,Tripoli,Libya,MJI,HLLM,
Merowe,Merowe,Sudan,MWE,HSMR,
Malakal,Malakal,South Sudan,MAK,HSSM,
Mafia Island,Mafia Island,Tanzania,MFA,HTMA,
Airport,City,Country,IATA,ICAO,FAA
Mbeya,Mbeya,Tanzania,MBI,HTMB,
Mwadui,Mwadui,Tanzania,MWN,HTMD,
Mtwara,Mtwara,Tanzania,MYW,HTMT,
Musoma,Musoma,Tanzania,MUZ,HTMU,
Mwanza,Mwanza,Tanzania,MWZ,HTMW,
Mbarara,Mbarara,Uganda,MBQ,HUMA,
Mangunjaya,Mangungaya-Sumatra Island,Indonesia,MJY,,
Masalembo,Masalembo Island,Indonesia,MSI,,
Muting,Muting,Indonesia,MUF,,
Mumias,Mumias,Kenya,MUM,,
Midland International,Midland,United States,MAF,KMAF,
MBS International,Saginaw,United States,MBS,KMBS,
Merced Regional Macready Field,Merced,United States,MCE,KMCE,
Kansas City International,Kansas City,United States,MCI,KMCI,
Middle Georgia Regional,Macon,United States,MCN,KMCN,
Airport,City,Country,IATA,ICAO,FAA
Orlando International,Orlando,United States,MCO,KMCO,
Mason City Municipal,Mason City,United States,MCW,KMCW,
Southern Illinois,Carbondale/Murphysboro,United States,MDH,KMDH,
Harrisburg International,Harrisburg,United States,MDT,KMDT,
Chicago Midway International,Chicago,United States,MDW,KMDW,
Key Field,Meridian,United States,MEI,KMEI,
Memphis International,Memphis,United States,MEM,KMEM,
Mc Allen Miller International,Mc Allen,United States,MFE,KMFE,
Rogue Valley International Medford,Medford,United States,MFR,KMFR,
Montgomery Regional (Dannelly Field),Montgomery,United States,MGM,KMGM,
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,
Manhattan Regional,Manhattan,United States,MHK,KMHK,
Manchester,Manchester,United States,MHT,KMHT,
Miami International,Miami,United States,MIA,KMIA,
Delaware County Johnson Field,Muncie,United States,MIE,KMIE,
Airport,City,Country,IATA,ICAO,FAA
Charles B. Wheeler Downtown,Kansas City,United States,MKC,KMKC,
General Mitchell International,Milwaukee,United States,MKE,KMKE,
Muskegon County,Muskegon,United States,MKG,KMKG,
Mc Kellar Sipes Regional,Jackson,United States,MKL,KMKL,
Melbourne International,Melbourne,United States,MLB,KMLB,
Quad City International,Moline,United States,MLI,KMLI,
Frank Wiley Field,Miles City,United States,MLS,KMLS,
Monroe Regional,Monroe,United States,MLU,KMLU,
Mammoth Yosemite,Mammoth Lakes,United States,MMH,KMMH,
Morristown Municipal,Morristown,United States,MMU,KMMU,
Mobile Regional,Mobile,United States,MOB,KMOB,
Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,
Minot International,Minot,United States,MOT,KMOT,
Edward F Knapp State,Barre/Montpelier,United States,MPV,KMPV,
Monterey Peninsula,Monterey,United States,MRY,KMRY,
Airport,City,Country,IATA,ICAO,FAA
Northwest Alabama Regional,Muscle Shoals,United States,MSL,KMSL,
Dane County Regional Truax Field,Madison,United States,MSN,KMSN,
Missoula International,Missoula,United States,MSO,KMSO,
Minneapolis-St Paul International/Wold-Chamberlain,Minneapolis,United States,MSP,KMSP,
Massena International Richards Field,Massena,United States,MSS,KMSS,
Louis Armstrong New Orleans International,New Orleans,United States,MSY,KMSY,
Montrose Regional,Montrose,United States,MTJ,KMTJ,
Morrisville Stowe State,Morrisville,United States,MVL,KMVL,
Myrtle Beach International,Myrtle Beach,United States,MYR,KMYR,
San Javier,San Javier,Spain,MJV,LELC,
Madrid Barajas International,Madrid,Spain,MAD,LEMD,
Menorca,Menorca Island,Spain,MAH,LEMH,
Megève,Verdun,France,MVV,LFHM,
Méribel,Ajaccio,France,MFX,LFKX,
Montluçon-Domérat,Montluçon/Domérat,France,MCU,LFLT,
Airport,City,Country,IATA,ICAO,FAA
Marseille Provence,Marseille,France,MRS,LFML,
Montpellier-Méditerranée,Montpellier/Méditerranée,France,MPL,LFMT,
Mende-Brenoux,Mende/Brénoux,France,MEN,LFNB,
Morlaix-Ploujean,Morlaix/Ploujean,France,MXN,LFRU,
Metz-Frescaty (BA 128) Air Base,Metz/Frescaty,France,MZM,LFSF,
Miquelon,Miquelon,Saint Pierre and Miquelon,MQC,LFVM,
Milos,Milos Island,Greece,MLO,LGML,
Mytilene International,Mytilene,Greece,MJT,LGMT,
Miskolc,Miskolc,Hungary,MCQ,LHMC,
Malpensa International,Milan,Italy,MXP,LIMC,
Maribor,,Slovenia,MBX,LJMB,
Mariánské Lázn_,Mariánské Lázn_,Czechia,MKA,LKMR,
Bar Yehuda Airfield,Masada,Israel,MTZ,LLMZ,
Ramon Air Base,Beersheba,Israel,MIP,LLRM,
Malta International,Luqa,Malta,MLA,LMML,
Airport,City,Country,IATA,ICAO,FAA
Amasya Merzifon,Amasya,Turkey,MZH,LTAP,
Malatya Erhaç,Malatya,Turkey,MLX,LTAT,
Mu_,Mu_,Turkey,MSR,LTCK,
Mardin,Mardin,Turkey,MQM,LTCR,
Misratah,Misratah,Libya,MRA,,
Mamai,Mamai,Papua New Guinea,MAP,,
Middle Caicos,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,
Medfra,Medra,United States,MDR,,
Melchor de Mencos,Melchor de Mencos,Guatemala,MCR,MGMM,
Maloelap Island,Maloelap Island,Marshall Islands,MAV,,
Mejit Atoll,Mejit Atoll,Marshall Islands,MJB,,
Majkin,Majkin,Marshall Islands,MJE,,
Morehead,Morehead,Papua New Guinea,MHY,,
Sangster International,Montego Bay,Jamaica,MBJ,MKJS,
Malekolon,Babase Island,Papua New Guinea,MKN,,
Airport,City,Country,IATA,ICAO,FAA
Mili Island,Mili Island,Marshall Islands,MIJ,MLIP,
Malalaua,,Papua New Guinea,MLQ,,
Ciudad Mante National,Ciudad Mante,Mexico,MMC,MMDM,
General Servando Canales International,Matamoros,Mexico,MAM,MMMA,
Licenciado Manuel Crescencio Rejon Int,Mérida,Mexico,MID,MMMD,
Mulege,Mulege,Mexico,MUG,MMMG,
General Rodolfo Sánchez Taboada International,Mexicali,Mexico,MXL,MMML,
General Francisco J. Mujica International,Morelia,Mexico,MLM,MMMM,
Minatitlán/Coatzacoalcos National,Minatitlán,Mexico,MTT,MMMT,
Licenciado Benito Juarez International,Mexico City,Mexico,MEX,MMMX,
General Mariano Escobedo International,Monterrey,Mexico,MTY,MMMY,
General Rafael Buelna International,Mazatlán,Mexico,MZT,MMMZ,
Mal,Mal Island,Papua New Guinea,MMV,,
Mandalgobi,Mandalgobi,Mongolia,MXW,,
Augusto C. Sandino (Managua) International,Managua,Nicaragua,MGA,MNMG,
Airport,City,Country,IATA,ICAO,FAA
Makini,,Papua New Guinea,MPG,,
Mapua(Mabua),Tatau Island,Papua New Guinea,MPU,,
Miyanmin,Miyanmin,Papua New Guinea,MPX,,
Malam,Malam,Papua New Guinea,MQO,,
Montepuez,Montepuez,Mozambique,MTU,,
Mayajigua,Mayajigua,Cuba,MJG,MUMJ,
Orestes Acosta,Moa,Cuba,MOA,MUMO,
Sierra Maestra,Manzanillo,Cuba,MZO,MUMZ,
Mindik,Mindik,Papua New Guinea,MXK,AYMI,
Mostyn,Mostyn,Malaysia,MZS,,
Clarence A. Bain,Mangrove Cay,Bahamas,MAY,MYAB,
Marsh Harbour International,Marsh Harbour,Bahamas,MHH,MYAM,
Mayaguana,Mayaguana,Bahamas,MYG,MYMM,
Menyamya,Menyamya,Papua New Guinea,MYX,AYMC,
Magaruque,Magaruque Island,Mozambique,MFW,,
Airport,City,Country,IATA,ICAO,FAA
Mangaia Island,Mangaia Island,Cook Islands,MGS,NCMG,
Manihiki Island,Manihiki Island,Cook Islands,MHX,NCMH,
Mauke,Mauke Island,Cook Islands,MUK,NCMK,
Mitiaro Island,Mitiaro Island,Cook Islands,MOI,NCMR,
Mana Island,Mana Island,Fiji,MNF,NFMA,
Moala,Moala,Fiji,MFJ,NFMO,
Maiana,Maiana,Kiribati,MNK,NGMA,
Marakei,Marakei,Kiribati,MZK,NGMK,
Makin Island,Makin Island,Kiribati,MTK,NGMN,
Mountain,Mountain,Nepal,MWP,,
Maota,Maota,Samoa,MXS,NSMA,
Makemo,,French Polynesia,MKP,NTGM,
Mataiva,,French Polynesia,MVT,NTGV,
Moorea,,French Polynesia,MOZ,NTTM,
Maupiti,,French Polynesia,MAU,NTTP,
Airport,City,Country,IATA,ICAO,FAA
Mota Lava,Ablow,Vanuatu,MTV,NVSA,
Maewo-Naone,Maewo Island,Vanuatu,MWF,NVSN,
Maré,Maré,New Caledonia,MEE,NWWR,
Matamata Glider,,New Zealand,MTA,NZMA,
Mechanics Bay,Auckland City,New Zealand,MHB,NZMB,
Mount Cook,,New Zealand,MON,NZMC,
Milford Sound,,New Zealand,MFN,NZMF,
Motueka,,New Zealand,MZP,NZMK,
Hood,Masterton,New Zealand,MRO,NZMS,
Maimana,,Afghanistan,MMZ,OAMN,
Mazar I Sharif,,Afghanistan,MZR,OAMS,
Prince Mohammad Bin Abdulaziz,Medina,Saudi Arabia,MED,OEMA,
Mahshahr,,Iran,MRX,OIAM,
Mashhad International,Mashhad,Iran,MHD,OIMM,
Masirah Air Base,Masirah,Oman,MSH,OOMA,
Airport,City,Country,IATA,ICAO,FAA
Muscat International,Muscat,Oman,MCT,OOMS,
Muzaffarabad,Muzaffarabad,Pakistan,MFG,OPMF,
Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,
Moenjodaro,Moenjodaro,Pakistan,MJD,OPMJ,
Mirpur Khas Air Base,Mirpur Khas,Pakistan,MPD,OPMK,
Multan International,Multan,Pakistan,MUX,OPMT,
Mareb,Mareb,Yemen,MYN,OYMB,
McGrath,McGrath,United States,MCG,PAMC,
Manley Hot Springs,Manley Hot Springs,United States,MLY,PAML,
Mountain Village,Mountain Village,United States,MOU,PAMO,
Merrill Field,Anchorage,United States,MRI,PAMR,
Mekoryuk,Mekoryuk,United States,MYU,PAMY,
Machu Pichu,Machu Pichu,Perú,MFT,,
Molokai,Kaunakakai,United States,MKK,PHMK,
Waimea Kohala,Kamuela,United States,MUE,PHMU,
Airport,City,Country,IATA,ICAO,FAA
Marshall Islands International,Majuro Atoll,Marshall Islands,MAJ,PKMJ,
Henderson Field,Sand Island,United States Minor Outlying Islands,MDY,PMDY,
Matsu Beigan,Beigan Island,Taiwan,MFK,RCMT,
Makung,Makung City,Taiwan,MZG,RCQC,
Matsumoto,Matsumoto,Japan,MMJ,RJAF,
Minami Torishima,,Japan,MUS,RJAM,
Memanbetsu,_zora,Japan,MMB,RJCM,
Monbetsu,Monbetsu,Japan,MBE,RJEB,
Matsuyama,Matsuyama,Japan,MYJ,RJOM,
Misawa Air Base,Misawa,Japan,MSJ,RJSM,
Miyakejima,Miyakejima,Japan,MYE,RJTQ,
Mokpo,Mokpo,South Korea,MPK,RKJM,
Minami-Daito,Minamidait_,Japan,MMD,ROMD,
Miyako,Miyako City,Japan,MMY,ROMY,
Ninoy Aquino International,Manila,Philippines,MNL,RPLL,
Airport,City,Country,IATA,ICAO,FAA
Malabang,Malabang,Philippines,MLP,RPMM,
Mati National,,Philippines,MXI,RPMQ,
Mamburao,,Philippines,MBO,RPUM,
Marinduque,Gasan,Philippines,MRQ,RPUW,
Godofredo P. Ramos,Malay,Philippines,MPH,RPVE,
Moises R. Espinosa,Masbate,Philippines,MBT,RPVJ,
Miramar,Miramar,Argentina,MJR,SAEM,
El Plumerillo,Mendoza,Argentina,MDZ,SAME,
Monte Caseros,Monte Caseros,Argentina,MCS,SARM,
Mercedes,Mercedes,Argentina,MDX,SATM,
Maquinchao,Maquinchao,Argentina,MQD,SAVQ,
Ástor Piazzola International,Mar del Plata,Argentina,MDQ,SAZM,
Eduardo Gomes International,Manaus,Brazil,MAO,SBEG,
João Correa da Rocha,Marabá,Brazil,MAB,SBMA,
Minaçu,Minaçu,Brazil,MQH,SBMC,
Airport,City,Country,IATA,ICAO,FAA
Monte Dourado,Almeirim,Brazil,MEU,SBMD,
Macaé,Macaé,Brazil,MEA,SBME,
Regional de Maringá - Sílvio Nane Junior,Maringá,Brazil,MGF,SBMG,
Mário Ribeiro,Montes Claros,Brazil,MOC,SBMK,
Marília,Marília,Brazil,MII,SBML,
Zumbi dos Palmares,Maceió,Brazil,MCZ,SBMO,
Alberto Alcolumbre,Macapá,Brazil,MCP,SBMQ,
Dix-Sept Rosado,Mossoró,Brazil,MVF,SBMS,
Manicoré,Manicoré,Brazil,MNX,SBMY,
Jose Maria Velasco Ibarra,Macará,Ecuador,MRR,SEMA,
General Manuel Serrano,Machala,Ecuador,MCH,SEMH,
Eloy Alfaro International,Manta,Ecuador,MEC,SEMT,
Cicuco,Limón,Colombia,MMP,SKIO,
Miraflores,Miraflores,Colombia,MFS,SKMF,
Baracoa,Magangué,Colombia,MGN,SKMG,
Airport,City,Country,IATA,ICAO,FAA
Maicao,Maicao,Colombia,MCJ,SKMJ,
Montelibano,Montelíbano,Colombia,MTB,SKML,
Los Garzones,Montería,Colombia,MTR,SKMR,
Fabio Alberto Leon Bentley,Mitú,Colombia,MVP,SKMU,
La Nubia,Manizales,Colombia,MZL,SKMZ,
Jose Celestino Mutis,Mariquita,Colombia,MQU,SKQU,
Jose Maria Córdova International,Rionegro,Colombia,MDE,SKRG,
Monteagudo,El Bañado,Bolivia,MHW,SLAG,
Magdalena,Magdalena,Bolivia,MGD,SLMG,
San Matías,San Matías,Bolivia,MQK,SLTI,
Moengo Airstrip,Moengo,Suriname,MOJ,SMMO,
Monte Alegre,Monte Alegre,Brazil,MTE,SNMA,
Mucuri,Mucuri,Brazil,MVS,SNMU,
Maripasoula,Maripasoula,French Guiana,MPY,SOOA,
Moyobamba,Moyobamba,Perú,MBP,SPBB,
Airport,City,Country,IATA,ICAO,FAA
Ricardo de Tomasi International,Mercedes,Uruguay,MER,SUME,
Cerro Largo International,Melo,Uruguay,MLZ,SUMO,
Carrasco International /General C L Berisso,Montevideo,Uruguay,MVD,SUMU,
Escuela Mariscal Sucre,Maracay,Venezuela,MYC,SVBS,
La Chinita International,Maracaibo,Venezuela,MAR,SVMC,
Alberto Carnevalli,Mérida,Venezuela,MRD,SVMD,
Maturín,,Venezuela,MUN,SVMT,
Maués,Maués,Brazil,MBZ,SWMW,
Regional Orlando Villas Boas,Matupá,Brazil,MBK,SWXM,
Mahdia,Mahdia,Guyana,MHA,SYMD,
Monkey Mountain,Monkey Mountain,Guyana,MYM,SYMM,
Matthews Ridge,Matthews Ridge,Guyana,MWJ,SYMR,
Eugenio Maria De Hostos,Mayaguez,Puerto Rico,MAZ,TJMZ,
Mustique,Mustique Island,Saint Vincent and the Grenadines,MQS,TVSM,
Mirny,Mirny,Russia,MJZ,UERR,
Airport,City,Country,IATA,ICAO,FAA
Mariupol International,Mariupol,Ukraine,MPW,UKCM,
Murmansk,Murmansk,Russia,MMK,ULMM,
Minsk 1,Minsk,Belarus,MHP,UMMM,
Minsk International,Minsk,Belarus,MSQ,UMMS,
Mogilev,Mogilev,Belarus,MVQ,UMOO,
Uytash,Makhachkala,Russia,MCX,URML,
Mineralnyye Vody,Mineralnyye Vody,Russia,MRV,URMM,
Magnitogorsk International,Magnitogorsk,Russia,MQF,USCM,
Mary,Mary,Turkmenistan,MYP,UTAM,
Hingurakgoda Air Force Base,Polonnaruwa Town,Sri Lanka,MNH,VCCH,
Muzaffarpur,,India,MZU,VEMZ,
Macau International,Taipa,Macau,MFM,VMMC,
Meghauli,Meghauli,Nepal,MEY,VNMG,
Chennai International,Chennai,India,MAA,VOMM,
Mysore,Mysore,India,MYQ,VOMY,
Airport,City,Country,IATA,ICAO,FAA
Malé International,Malé,Maldives,MLE,VRMM,
Mae Sot,,Thailand,MAQ,VTPM,
Mandalay International,Mandalay,Burma,MDL,VYMD,
Myeik,Mkeik,Burma,MGZ,VYME,
Myitkyina,Myitkyina,Burma,MYT,VYMK,
Mawlamyine,Mawlamyine,Burma,MNU,VYMM,
Manaung,Manaung,Burma,MGU,VYMN,
Momeik,,Burma,MOE,VYMO,
Mong Hsat,Mong Hsat,Burma,MOG,VYMS,
Mong Tong,Mong Tong,Burma,MGK,VYMT,
Magway,Magway,Burma,MWQ,VYMW,
Tampa Padang,Mamuju-Celebes Island,Indonesia,MJU,WAWJ,
Mindiptana,Mindiptana-Papua Island,Indonesia,MDP,WAKD,
Mopah,Merauke-Papua Island,Indonesia,MKQ,WAKK,
Sam Ratulangi,Manado-Celebes Island,Indonesia,MDC,WAMM,
Airport,City,Country,IATA,ICAO,FAA
Melangguane,Karakelong Island,Indonesia,MNA,WAMN,
Beringin,Murateweh-Borneo Island,Indonesia,MTW,WAOM,
"Mangole, Falabisahaya",Mangole Island,Indonesia,MAL,WAPE,
Abdul Rachman Saleh,Malang-Java Island,Indonesia,MLG,WARA,
Rendani,Manokwari-Papua Island,Indonesia,MKW,WASR,
Maumere(Wai Oti),Maumere-Flores Island,Indonesia,MOF,WATC,
Andi Jemma,Masamba-Celebes Island,Indonesia,MXB,WAWM,
Mukah,Mukah,Malaysia,MKM,WBGK,
Marudi,Marudi,Malaysia,MUR,WBGM,
Miri,Miri,Malaysia,MYY,WBGR,
Mulu,Mulu,Malaysia,MZV,WBMU,
Medan/Polonia International,Medan-Sumatra Island,Indonesia,MES,WIMM,
Tarempa,Matak Island,Indonesia,MWK,WIOM,
Muko Muko,Muko Muko-Sumatra Island,Indonesia,MPC,WIPU,
Seunagan,Peureumeue-Sumatra Island,Indonesia,MEQ,WITC,
Airport,City,Country,IATA,ICAO,FAA
Mersing,Mersing,Malaysia,MEP,WMAU,
Malacca,Malacca,Malaysia,MKZ,WMKM,
Maliana,Maliana,Timor-Leste,MPT,WPMN,
Marla,,Australia,MRP,YALA,
Sunshine Coast,Maroochydore,Australia,MCY,YBSU,
Mackay,Mackay,Australia,MKY,YBMK,
Mount Hotham,Mount Hotham,Australia,MHU,YHOT,
Mareeba,,Australia,MRG,YMBA,
Marble Bar,,Australia,MBB,YMBL,
Manners Creek,,Australia,MFP,YMCR,
Millicent,,Australia,MLR,YMCT,
Mandora,Mandora,Australia,MQA,YMDI,
Meekatharra,,Australia,MKR,YMEK,
Melbourne Essendon,,Australia,MEB,YMEN,
Merimbula,Merimbula,Australia,MIM,YMER,
Airport,City,Country,IATA,ICAO,FAA
Milingimbi,Milingimbi Island,Australia,MGT,YMGB,
Maningrida,Maningrida,Australia,MNG,YMGD,
Margaret River (Station),,Australia,MGV,YMGR,
Margaret River,,Australia,MQZ,YMGT,
Mount House,,Australia,MHO,YMHO,
McArthur River Mine,McArthur River Mine,Australia,MCV,YMHU,
Mildura,Mildura,Australia,MQL,YMIA,
Mitchell Plateau,Mitchell Plateau,Australia,MIH,YMIP,
Mitchell,,Australia,MTQ,YMIT,
Manjimup,,Australia,MJP,YMJM,
Melbourne Moorabbin,Melbourne,Australia,MBW,YMMB,
Melbourne International,Melbourne,Australia,MEL,YMML,
Middlemount,,Australia,MMM,YMMU,
Maitland,,Australia,MTL,YMND,
Mount Magnet,,Australia,MMG,YMOG,
Airport,City,Country,IATA,ICAO,FAA
Moree,Moree,Australia,MRZ,YMOR,
Moreton,Moreton,Australia,MET,YMOT,
Minnipa,,Australia,MIN,YMPA,
Marqua,Marqua,Australia,MQE,YMQA,
Moranbah,Moranbah,Australia,MOV,YMRB,
Morawa,,Australia,MWB,YMRW,
Moruya,Moruya,Australia,MYA,YMRY,
Mount Sanford Station,,Australia,MTD,YMSF,
Mount Gambier,,Australia,MGB,YMTG,
Monto,,Australia,MNQ,YMTO,
Muccan Station,Muccan Station,Australia,MUQ,YMUC,
Mungeranie,Mungeranie,Australia,MNE,YMUG,
Murray Island,Murray Island,Australia,MYI,YMUI,
Mulka,Mulka,Australia,MVK,YMUK,
Mullewa,,Australia,MXU,YMWA,
Airport,City,Country,IATA,ICAO,FAA
Marion Downs,,Australia,MXD,YMWX,
Maryborough,,Australia,MBH,YMYB,
Moomba,,Australia,MOO,YOOM,
Mkambati,Mkambati,South Africa,MBM,,
Meixian,Meixian,China,MXZ,ZGMX,
Mörön,Mörön,Mongolia,MXV,ZMMN,
Mianyang,Mianyang,China,MIG,ZUMY,
Mudanjiang Hailang International,Mudanjiang,China,MDG,ZYMD,
Marawaka,Marawaka,Papua New Guinea,MWG,AYMW,
M'Bigou,M'Bigou,Gabon,MBC,FOGG,
M'Vengue El Hadj Omar Bongo Ondimba International,Franceville,Gabon,MVB,FOON,
Martha's Vineyard,Martha's Vineyard,United States,MVY,KMVY,
Marion Municipal,Marion,United States,MZZ,KMZZ,
Monaco,Fontvieille,Monaco,MCM,LNMC,
Metro Field,Fairbanks,United States,MTX,,MTF
Airport,City,Country,IATA,ICAO,FAA
John A. Osborne,Gerald's Park,Montserrat,MNI,TRPG,
McMinn County,Athens,United States,MMI,,
Camp Maybry AHP,"Austin, TX",United States,MMR,,
Merkez,Balikesir,Turkey,MQJ,,
Glenn L Martin,Baltimore,United States,MTN,,
Chagni,Chagni,Ethiopia,MKD,,
Mc Entire ANG Base,"Eastover, SC",United States,MMT,,
Maury County,Columbia,United States,MRC,,
Mckenna AAF,Columbus,United States,MKF,,
Dayton-Wright Brothers,"Dayton, OK",United States,MGY,,
Muir AAF,Fort Indiantown,United States,MUI,,
Jackson,Jackson,United States,MJQ,,
Kayenta,"Kayenta, AZ",United States,MVM,,
Ma'An,Maan,Jordan,MPQ,,
Mackinac Island,Mackinac Island,United States,MCD,,
Airport,City,Country,IATA,ICAO,FAA
Macksville,Macksville,Australia,MVH,,
Mocopulli Airport,Dalcahue,Chile,MHC,SCPQ,
Municipal,Macomb,United States,MQB,,
Macon Downtown,"Macon, GA",United States,MAC,,
Madera,Madera,United States,MAE,,
Griswold,Madison,United States,MPE,,
Jefferson Proving Grd,Madison,United States,MDN,,
Madras Municipal,Madras,United States,MDJ,,
Maganja Da Costa,Maganja Da Costa,Mozambique,MJS,,
Mahenye,Mahenye,Zimbabwe,MJW,,
Mainoru Airstrip,Mainoru,Australia,MIZ,,
Majma,Majma,Saudi Arabia,MJH,,
Malad City,Malad City,United States,MLD,,
Malden,Malden,United States,MAW,,
Malta,Malta,United States,MLK,,
Airport,City,Country,IATA,ICAO,FAA
Mamitupo,Mamitupo,Panama,MPI,,
Manare,Manare,Papua New Guinea,MRM,,
Manassas Regional Airport/Harry P. Davis Field,"Manassas, VA",United States,MNZ,,
Manatee,,Belize,MZE,,
Marlboro,Mandeville,Jamaica,MVJ,,
Manega,Manega,Gabon,MGO,,
Manetai,Manetai,Papua New Guinea,MVI,,
Manga,Manga,Papua New Guinea,MGP,,
Municipal,Manila,United States,MXA,,
Manistee Co Blacker,Manistee,United States,MBL,,
Mankato Regional,"Mankato, MN",United States,MKT,,
Mankono,Mankono,Côte d'Ivoire,MOK,,
Lahm Municipal,"Mansfield, OH",United States,MFD,,
Dare County Regional,Manteo,United States,MEO,,
Mapoda,Mapoda,Papua New Guinea,MPF,,
Airport,City,Country,IATA,ICAO,FAA
Maramuni,Maramuni,Papua New Guinea,MWI,,
Pinal Airpark,Marana,United States,MZJ,,
The Florida Keys Marathon,"Marathon, FL",United States,MTH,,
Marble Canyon,Marble Canyon,United States,MYH,,
Marcala,Marcala,Honduras,MRJ,,
Marco Island,Marco Island,United States,MRK,,
Municipal,Marfa,United States,MRF,,
Margarima,Margarima,Papua New Guinea,MGG,,
Dobbins AFB,"Marietta, GA",United States,MGE,,
Williamson County Regional,Marion,United States,MWA,,
Municipal,Marion,United States,MNN,,
Selfs,"Marks, MS",United States,MMS,,
Marlborough,Marlborough,United States,MXG,,
Maron,Maron,Papua New Guinea,MNP,,
Sawyer International,Marquette,United States,MQT,,
Airport,City,Country,IATA,ICAO,FAA
Marshall,Marshall,United States,MLL,,
Municipal-Ryan Field,Marshall,United States,MML,,
Municipal,Marshalltown,United States,MIW,,
Municipal,Marshfield,United States,MFI,,
Eastern Wv Regional Airport/Shepherd Field,"Martinsburg, WV",United States,MRB,,
Yuba County,Marysville,United States,MYV,,
Masa,Masa,Papua New Guinea,MBV,,
Mastic Point,Mastic Point,Bahamas,MSK,,
Aransas National Wildlife Refuge,"Matagorda Island, TX",United States,MGI,,
Mato Grosso,Mato Grosso,Brazil,MTG,,
Matsaile,Matsaile,Lesotho,MSG,,
Coles County Memorial,Mattoon,United States,MTO,,
Maxton,Maxton,United States,MXE,,
May Creek,May Creek,United States,MYK,,
Mbout,Mbout,Mauritania,MBR,,
Airport,City,Country,IATA,ICAO,FAA
Mc Alester Regional,"Mc Alester, OK",United States,MLC,,
Telfair-Wheeler,Mc Rae,United States,MQW,,
Mccall,Mccall,United States,MYL,,
Mccarthy,Mccarthy,United States,MXY,,
Pike County,Mccomb,United States,MCB,,
Mc Cook Ben Nelson Regional,Mc Cook,United States,MCK,,
Mcpherson,Mcpherson,United States,MPR,,
Port Meadville,Meadville,United States,MEJ,,
Medford,Medford,United States,MDF,,
Medina,Medina,Colombia,MND,,
Medouneu,Medouneu,Gabon,MDV,,
Mekane Selam,Mekane Selam,Ethiopia,MKS,,
Accomack County,"Melfa, VA",United States,MFV,,
Melfi,Melfi,Chad,MEF,,
Mena,Mena,Ethiopia,MZX,,
Airport,City,Country,IATA,ICAO,FAA
Menominee,Menominee,United States,MNM,,
Merluna,Merluna,Australia,MLV,,
Falcon Field,"Mesa, AZ",United States,MSC,,
Mesquite,"Mesquite, NV",United States,MFH,,
Mevang,Mevang,Gabon,MVG,,
Miami,Miami,United States,MIO,,
Michigan City Municipal-Phillips Field,"Michigan City, IN",United States,MGC,,
Intermediate,Middleton Island,United States,MDO,,
Hook Field,"Middletown, Ohio",United States,MWO,,
Midgard,Midgard,Namibia,MQG,,
Airpark,Midland,United States,MDD,,
Milford,Milford,United States,MLF,,
Baldwin County,Milledgeville,United States,MLJ,,
Millinocket,Millinocket,United States,MLT,,
Millville,Millville,United States,MIV,,
